112000,75776
119808,81152
114560,71040
118784,79488
111744,78336
122624,76032
119552,79488
116480,75264
118656,70912
117760,60288
113536,66176
114304,80896
115072,75392
115456,74752
115072,72960
112640,67840
111872,72704
111360,70016
119552,72704
123392,69632
114816,73728
115200,72320
114432,69376
117888,74112
115584,74496
114944,64512
115968,70144
117760,68736
109568,65792
110464,68352
116480,74752
118144,70144
116736,66816
115072,70528
110720,67584
115072,72192
110208,74880
117376,74240
114560,71168
113408,70784
111872,65920
119168,73728
117504,62848
111744,69760
113792,75904
110592,73856
112512,71040
115968,70144
120448,70272
110464,77568
118912,67840
112640,72320
122752,73728
118784,68608
116736,69760
112256,73600
118784,74496
116352,72064
116096,76032
113792,70784
113408,74112
112512,79872
118400,83072
121984,74112
120704,81792
110208,75264
116608,81024
120064,83072
122880,79488
118656,80768
121088,86400
110336,82816
119936,79744
113152,82560
110464,84736
111232,78592
120320,79232
124160,78720
118272,89088
111616,83840
124928,86016
121088,86016
117504,77696
116352,84480
115328,81408
124928,82176
116352,93312
119296,86272
126592,77824
119936,85632
124032,81280
124928,86400
123648,88704
118272,85504
123904,84864
115968,91776
116224,85760
121344,82944
121088,92288
120960,96384
115712,88192
123392,97280
125696,86656
120448,102528
128000,87040
121472,82048
120832,87168
124160,88448
125440,87296
119936,78720
117248,87680
126592,89088
120832,93824
119680,93440
122112,96000
122240,91904
124416,88704
119552,95104
121216,95872
119168,89600
120448,95872
127616,94208
129280,95616
125184,93056
121728,96768
122624,92288
128384,95872
123520,87040
125568,95104
125056,88960
124544,96512
128512,96128
129408,98560
130688,87808
130304,100736
120448,91008
123904,90368
125056,97792
118400,86400
125568,86400
122112,92416
125568,89984
120192,93184
120704,98944
122752,88192
124032,95744
119680,90368
123776,92672
123904,91392
115712,92672
119936,91392
130688,97664
112640,92672
116608,86912
125824,90624
125568,86912
125056,92416
125056,92160
126080,91008
120192,92416
121984,86144
119808,86400
116736,92544
131072,89728
119808,87936
118784,89984
123648,100224
119168,91392
128000,92032
121088,92672
125312,85504
122112,85632
119296,90496
123264,92928
127616,90112
118016,92288
122880,81152
121728,80512
119552,90240
119040,85760
116224,86272
116096,77056
117632,84864
122624,87680
121728,84864
116480,82176
118400,79616
111488,81280
120704,90368
124544,89984
117760,81536
113280,78208
119936,89216
116864,78720
119680,80512
116224,79360
117760,79616
122624,72192
111616,79744
113280,76544
116992,79232
111744,72960
113664,77952
119808,75520
115456,75520
118144,68352
110080,81408
127232,88832
120704,76800
119680,83456
119168,70528
120832,84608
120064,74752
119552,80384
115072,68224
117888,69760
106624,81408
117120,75520
119168,68992
113024,74240
115328,75392
119296,67712
118528,67968
110592,69504
110720,67968
120192,80896
116096,65664
124160,73344
120832,67328
115328,77440
114944,67712
110976,73984
117248,72704
119552,73344
113152,70144
115840,73344
114048,72448
114048,66432
112384,68224
112768,70144
115200,64768
111232,70528
115968,74880
112896,62592
113408,66688
104832,76800
119168,77312
120192,71552
113024,74624
112256,75520
119296,68992
110976,75008
115200,73472
117376,77056
116480,72576
112896,71680
119936,71296
120320,67968
104704,73344
113792,75648
114688,79360
111616,68736
109440,79360
120448,73984
109952,71808
116992,74112
116480,72576
112000,80128
120832,68608
119168,74240
120576,77696
106112,75648
116480,77440
114304,79616
117888,74752
110336,79744
116608,83584
120704,77696
121856,72832
116480,77056
121088,89344
116992,84480
121344,76928
119808,83968
121216,76032
121856,75392
113920,77952
114048,75776
125696,79104
118656,79744
121088,82560
114176,81920
114304,82176
128768,85376
115328,82560
125568,90496
115840,85632
117760,84480
112256,85760
108544,90112
122496,88832
123776,90752
121344,80000
119424,86400
126848,91008
117888,86272
119552,89600
122496,89600
119808,86144
123904,91392
123520,88832
129536,86656
122496,92160
124672,90368
121984,90624
119680,89856
127488,87936
122880,89856
122624,95360
116096,92032
121088,89728
112384,90496
117888,91136
115968,92672
130432,95360
125824,95104
120832,97024
116736,90496
123264,88576
114304,95104
123392,94336
123264,96640
125952,90368
125696,91008
120064,94720
124928,99456
115584,91648
128256,91392
128768,91904
122240,89984
125184,93440
118400,92288
126336,91520
119424,91008
122624,96384
114304,88960
125184,94848
119680,86272
130432,92928
123264,84224
115584,96128
124672,92032
123008,93568
127616,97024
119040,83968
123008,94976
129664,94976
121600,86400
120832,93312
123648,96896
130176,97152
124416,95360
118784,89984
128000,90240
117888,93312
119552,94336
127360,93056
125568,90624
124800,95616
123392,90496
118528,94848
120832,87552
126080,92544
121984,82560
119040,86784
124928,88192
119040,89600
116864,93568
121728,96000
126720,93312
121600,89088
121984,91008
126336,91136
121600,87040
126592,89600
129280,92928
118528,89088
118144,85248
119296,79360
121728,87040
121984,95232
114176,83584
121088,92160
116096,91136
116224,79744
124160,77440
120320,85888
114688,81664
120320,83584
110720,84224
112256,87168
117632,79616
112768,85120
114816,80896
119808,76800
116224,77440
117120,85632
112256,84352
124416,83456
112384,84992
123136,80640
118528,76800
115712,78336
116352,71808
120832,71552
109952,78080
118784,74624
116608,76672
113408,72192
122624,79104
124288,73088
110208,86272
113408,78336
122112,70400
114688,72704
115968,80896
113536,79232
121728,66944
113408,72192
112384,65920
110208,78848
111360,75008
115072,72448
112896,75264
117248,68480
118528,74240
113152,68096
106368,73984
110720,83072
113280,73984
113024,70272
112512,71424
116608,67712
110720,76800
112896,77568
109696,81024
115968,66176
115072,67456
126592,66432
108032,66176
115072,77696
119552,72576
101248,75392
110848,66816
116992,72320
113280,67968
107520,73856
113024,66944
112640,77952
113280,70912
112384,74368
110976,75008
115584,69760
115072,73344
118784,70912
119552,70912
115200,73344
116864,80000
119552,77952
112384,76544
112896,68224
111488,74880
115584,70144
118144,70400
116608,76288
112000,74112
116992,83456
118912,73984
114432,77312
112896,72064
109184,82944
121216,76928
126592,77440
120960,81024
121856,73216
118784,79744
119552,72832
114432,79488
126976,74880
116864,78976
114176,77440
123520,86144
126976,75520
124544,77440
114816,75904
116352,81536
118400,80128
122240,89344
119424,80768
117248,76800
128768,84864
122112,87680
126080,83328
117504,80640
118272,87552
130176,83712
116864,90112
124032,80896
119424,95360
117504,86400
127744,84992
120960,91392
123136,82688
120064,78720
121216,97280
121344,82944
124160,94592
124672,79232
120704,85120
117376,88320
122880,87680
128384,89984
122112,90880
126464,90112
126080,97664
121472,92672
120832,86528
127616,86400
115584,83584
117760,91904
121216,100608
127872,93184
131712,86016
125056,88192
118016,88448
122112,93952
124800,96640
124672,85888
122624,90240
114816,90112
119680,99840
122112,94720
121600,97536
118656,93952
119680,91392
121088,93824
125952,91776
118400,90368
127104,101120
119168,93952
