121728,94208
124544,82560
118016,89088
122752,87808
114304,88064
125952,87168
128256,88448
122880,87168
120832,84352
120448,84864
124160,87808
121088,82432
118400,82560
121984,88704
123264,89344
118656,87424
119168,84352
120320,84224
125440,85632
117504,86528
121216,84736
110976,76416
122752,77952
116736,80896
122112,83072
122496,81920
115456,86528
116352,82816
119296,86400
110080,83456
118784,76544
115456,76032
114816,83072
122496,87168
118528,82048
119552,78336
114176,76416
115200,76544
117760,71680
120064,73088
110080,69760
114176,77568
118528,73984
120832,76544
118528,87296
122496,86144
115072,77440
112640,69888
114432,86272
114048,80896
113664,68992
115200,73728
116224,73984
121472,73728
109184,78336
121088,76416
115968,78592
120192,75648
115968,79232
113408,76032
106368,76416
109696,70272
117888,77952
110464,71552
116608,65280
114304,71040
118016,73088
118272,77824
112512,61696
118144,68736
110336,65280
114304,73856
120320,73088
109312,71296
118784,77440
112512,70016
120576,67584
119680,65920
110848,78208
116096,70784
116992,71168
114944,69504
120320,69248
119040,68224
112768,74496
113920,80256
123648,78336
118272,72064
109952,78848
120832,77952
108032,67072
113408,67840
113408,84992
110976,74240
116352,80640
120192,71424
124160,75520
116992,81408
116352,78464
120192,77056
117760,73984
118912,75136
117632,83712
115328,84352
115712,76032
115712,72320
114816,77568
114048,74624
122880,75904
113024,72320
117248,86784
118144,84352
120192,76800
120960,84480
117760,81024
120320,81536
115968,78336
119680,78464
121088,83328
120960,77952
120960,83200
121216,83072
119296,86016
122624,87168
129920,80768
118656,81664
120448,89856
126720,87296
121600,83200
129280,83072
111360,84608
126592,92544
118400,85120
122368,92928
122624,86272
121344,86272
130688,99200
117120,94720
124928,90880
123264,91008
117504,95232
124544,97024
115072,88960
125824,93056
120064,96896
125952,96640
119424,88960
124160,94080
122368,87936
119680,91136
124544,89856
128000,89088
127360,91392
129664,88832
131840,99584
127360,99072
128512,90496
120448,87808
123392,87680
121344,91008
118272,84864
125312,88064
121856,90880
122752,92160
131456,91264
122240,95744
123520,93952
128128,101120
132352,90880
122368,92160
125440,93696
121216,101760
130048,95488
121472,96512
123136,100608
118912,90880
122240,95616
123264,95744
121216,90752
127232,91648
123392,89216
122496,91904
120704,94592
120448,91008
124032,90880
125440,93056
129024,90880
123392,97536
130816,99840
125568,90752
122496,91904
119552,93440
124416,95616
120960,93696
125056,79616
124928,91904
121600,89216
122880,88960
117504,92160
122624,90368
122880,93440
124800,86528
120448,91008
120704,85248
122624,81024
118912,88704
118656,88832
113536,91392
118528,83968
125440,87424
112896,84480
119168,86656
114176,87808
126080,82944
116480,82560
114432,77696
123520,91520
121088,87296
118784,84096
120192,81920
123264,91648
120960,83072
121856,90112
124160,85504
123904,84608
121088,80640
115072,83456
118400,89600
118144,88448
125696,84736
119680,88448
117248,82176
123520,80896
121984,83456
122496,83200
108800,71936
116224,76544
116096,83968
120064,80000
122240,76032
120320,74240
116992,76800
109952,77952
119040,77440
116096,72064
116608,73600
118272,72960
110848,72448
116096,72576
116480,75776
119296,72064
116608,75264
119424,71808
107264,79488
112640,77952
113920,74752
114688,69376
116864,69888
119552,68608
117248,74112
112000,73088
114304,80256
118656,71040
119552,65920
116736,72320
117376,70528
114816,71424
115328,70912
110336,66304
116608,65536
115328,70528
110080,75264
109824,77056
111872,78080
118784,72320
105856,70016
122112,70528
120192,64512
118912,70144
115840,71424
114944,65152
113152,75648
118016,70016
120704,71936
115072,74368
110208,70528
120704,64768
110976,74752
120576,69504
120320,68480
120704,71040
116736,76416
112000,83328
107904,65024
109312,78976
106240,72832
113024,73600
116480,73984
119936,74880
122368,76288
116480,76288
118400,72064
110336,69248
119936,73472
116736,80128
112640,78464
122880,78720
111616,79488
117248,70528
117248,73984
114048,77184
113792,79872
117888,75520
125312,83456
119168,80128
124160,72832
117504,78464
115712,78080
119808,82048
119296,81920
119552,80896
115840,87552
119424,85248
114304,84608
113152,87296
116480,85120
115968,87552
113024,85888
115200,84352
121088,93696
116608,89344
122240,79360
120576,89600
125312,84992
114432,90624
119552,85504
117760,95744
120832,87936
118016,91136
122624,92416
116480,92288
117632,86528
119424,93312
122880,86400
120192,97280
122112,83712
117504,88064
116992,89216
114944,92800
118144,93696
123520,82048
122752,82688
121216,88576
122368,87552
130560,91520
114176,85888
120320,92288
126464,85888
125440,94336
125568,92928
125184,90752
123136,93568
124672,97024
124160,92288
121856,86912
115328,101376
119552,94976
121984,97920
125056,97536
120448,88064
126208,89984
128384,91264
127744,94592
113920,94848
121216,95872
121984,93056
123520,90368
126464,93312
121728,96768
132864,91648
117504,97792
121984,95488
124288,90496
118400,92416
124416,94848
126720,97024
119680,81792
123392,90752
131456,88448
121728,92544
125568,98560
121344,81920
128384,91136
119552,93824
119936,94976
128768,93568
116224,91648
125568,92544
122496,89856
121856,94464
121216,83840
125312,96384
117504,86656
124032,95232
122240,87168
118656,84224
129664,93952
129408,90368
123520,91264
113920,95872
126080,87424
120192,92544
120832,92160
126592,89856
116992,84608
120832,91136
124288,97792
119168,82560
127104,96128
121216,86272
116224,85888
125952,81024
121856,89728
129152,82048
118144,83072
116096,79872
122368,88320
125696,80512
121728,81792
111232,87936
119168,83328
115712,78464
118656,81152
112896,81024
124928,87040
114176,81408
116480,80384
121984,82560
126080,83584
115968,81280
118400,74112
115584,77696
113792,82432
109696,87040
114944,84480
119936,78720
123904,78080
112256,76672
120832,78208
119040,82432
